Hour-ahead forecast,Demand,Day-ahead net forecast,Net demand,Demand response event,Month,Day,Hour,Minute
27628,27634,22904,20911,,9,4,8,0
27921,27802,18742,20798,,9,4,8,5
27921,27941,18742,20815,,9,4,8,10
27921,28117,18742,20750,,9,4,8,15
28289,28258,18742,20604,,9,4,8,20
28289,28357,18742,20285,,9,4,8,25
28289,28457,18742,19984,,9,4,8,30
28715,28583,18742,19956,,9,4,8,35
28715,28698,18742,20026,,9,4,8,40
28715,28850,18742,20019,,9,4,8,45
29150,28961,18742,20077,,9,4,8,50
29150,29097,18742,19960,,9,4,8,55
29150,29251,18742,19629,,9,4,9,0
29595,29415,18084,19384,,9,4,9,5
29595,29605,18084,19160,,9,4,9,10
29595,29784,18084,19072,,9,4,9,15
30059,29915,18084,18943,,9,4,9,20
30059,30054,18084,18801,,9,4,9,25
30059,30172,18084,18738,,9,4,9,30
30549,30371,18084,18950,,9,4,9,35
30549,30552,18084,19071,,9,4,9,40
30549,30750,18084,19158,,9,4,9,45
31197,30869,18084,19341,,9,4,9,50
31197,30993,18084,19380,,9,4,9,55
31197,31126,18084,19368,,9,4,10,0
31677,31272,19037,19449,,9,4,10,5
31677,31385,19037,19479,,9,4,10,10
31677,31533,19037,19373,,9,4,10,15
32190,31688,19037,19447,,9,4,10,20
32190,31831,19037,19480,,9,4,10,25
32190,31960,19037,19515,,9,4,10,30
32669,32163,19037,19629,,9,4,10,35
32669,32332,19037,19710,,9,4,10,40
32669,32570,19037,19713,,9,4,10,45
33178,32723,19037,20015,,9,4,10,50
33178,32876,19037,20319,,9,4,10,55
33178,33055,19037,20839,,9,4,11,0
33805,33327,21043,21108,,9,4,11,5
33805,33469,21043,21076,,9,4,11,10
33805,33637,21043,21137,,9,4,11,15
34376,33794,21043,21324,,9,4,11,20
34376,33948,21043,21553,,9,4,11,25
34376,34081,21043,21700,,9,4,11,30
34985,34275,21043,21889,,9,4,11,35
34985,34447,21043,21899,,9,4,11,40
34985,34689,21043,22065,,9,4,11,45
35334,34891,21043,22300,,9,4,11,50
35334,35062,21043,22506,,9,4,11,55
35334,35190,21043,22669,,9,4,12,0
36029,35345,23028,22633,,9,4,12,5
36029,35536,23028,22721,,9,4,12,10
36029,35757,23028,22954,,9,4,12,15
36486,35926,23028,23175,,9,4,12,20
36486,36139,23028,23471,,9,4,12,25
36486,36322,23028,23634,,9,4,12,30
37080,36520,23028,23684,,9,4,12,35
37080,36717,23028,23877,,9,4,12,40
37080,36929,23028,24074,,9,4,12,45
37662,37114,23028,24269,,9,4,12,50
37662,37289,23028,24417,,9,4,12,55
37662,37431,23028,24594,,9,4,13,0
38242,37467,25754,24754,,9,4,13,5
38242,37585,25754,24951,,9,4,13,10
38242,37753,25754,25237,,9,4,13,15
38657,37902,25754,25469,,9,4,13,20
38657,38048,25754,25580,,9,4,13,25
38657,38238,25754,25761,,9,4,13,30
39034,38408,25754,25867,,9,4,13,35
39034,38590,25754,26058,,9,4,13,40
39034,38737,25754,26228,,9,4,13,45
39425,38889,25754,26522,,9,4,13,50
39425,39075,25754,26643,,9,4,13,55
39425,39232,25754,26772,,9,4,14,0
39889,39213,28494,26794,,9,4,14,5
39889,39318,28494,26882,,9,4,14,10
39889,39485,28494,27061,,9,4,14,15
40262,39648,28494,27178,,9,4,14,20
40262,39837,28494,27409,,9,4,14,25
40262,39968,28494,27682,,9,4,14,30
40779,40147,28494,28022,,9,4,14,35
40779,40353,28494,28239,,9,4,14,40
40779,40518,28494,28464,,9,4,14,45
41159,40668,28494,28672,,9,4,14,50
41159,40840,28494,28906,,9,4,14,55
41159,41028,28494,29039,,9,4,15,0
41684,41091,31030,29172,,9,4,15,5
41684,41208,31030,29177,,9,4,15,10
41684,41403,31030,29342,,9,4,15,15
42086,41577,31030,29552,,9,4,15,20
42086,41711,31030,29710,,9,4,15,25
42086,41848,31030,29924,,9,4,15,30
42464,42012,31030,30026,,9,4,15,35
42464,42132,31030,30160,,9,4,15,40
42464,42233,31030,30370,,9,4,15,45
42614,42350,31030,30474,,9,4,15,50
42614,42444,31030,30604,,9,4,15,55
42614,42477,31030,30789,,9,4,16,0
42863,42389,33582,31073,,9,4,16,5
42863,42475,33582,31258,,9,4,16,10
42863,42603,33582,31545,,9,4,16,15
43045,42734,33582,31673,,9,4,16,20
43045,42864,33582,31756,,9,4,16,25
43045,42978,33582,31874,,9,4,16,30
43392,43105,33582,32116,,9,4,16,35
43392,43270,33582,32405,,9,4,16,40
43392,43381,33582,32752,,9,4,16,45
43569,43240,33582,33015,,9,4,16,50
43569,43460,33582,33413,,9,4,16,55
43569,43598,33582,33952,,9,4,17,0
43713,43554,37279,34186,,9,4,17,5
43713,43566,37279,34277,,9,4,17,10
43713,43621,37279,34496,,9,4,17,15
43908,43691,37279,34802,,9,4,17,20
43908,43789,37279,35442,,9,4,17,25
43908,43903,37279,36090,,9,4,17,30
44082,43999,37279,36518,,9,4,17,35
44082,44027,37279,36772,,9,4,17,40
44082,44083,37279,37154,,9,4,17,45
43882,44130,37279,37625,,9,4,17,50
43882,43665,37279,37787,,9,4,17,55
43882,43675,37279,38072,,9,4,18,0
43349,43594,41868,38533,,9,4,18,5
43349,43863,41868,39008,,9,4,18,10
43349,43912,41868,39587,,9,4,18,15
43397,43887,41868,39883,,9,4,18,20
43397,43809,41868,40083,,9,4,18,25
43397,43727,41868,40132,,9,4,18,30
43455,43637,41868,40100,,9,4,18,35
43455,43576,41868,40054,,9,4,18,40
43455,43467,41868,40064,,9,4,18,45
43095,43343,41868,40179,,9,4,18,50
43095,43202,41868,40160,,9,4,18,55
43095,43086,41868,40132,,9,4,19,0
42889,42995,42640,40117,,9,4,19,5
42889,42893,42640,40120,,9,4,19,10
42889,42757,42640,40086,,9,4,19,15
42450,42714,42640,40008,,9,4,19,20
42450,42634,42640,39973,,9,4,19,25
42450,42540,42640,39890,,9,4,19,30
42021,42500,42640,39793,,9,4,19,35
42021,42412,42640,39687,,9,4,19,40
42021,42310,42640,39523,,9,4,19,45
41652,42220,42640,39308,,9,4,19,50
41652,42086,42640,39157,,9,4,19,55
41652,41985,42640,39035,,9,4,20,0
41300,41817,40470,38836,,9,4,20,5
41300,41690,40470,38646,,9,4,20,10
41300,41562,40470,38481,,9,4,20,15
40858,41470,40470,38348,,9,4,20,20
40858,41331,40470,38237,,9,4,20,25
40858,41196,40470,38129,,9,4,20,30
40332,41046,40470,38023,,9,4,20,35
40332,40884,40470,37901,,9,4,20,40
40332,40736,40470,37760,,9,4,20,45
40023,40555,40470,37556,,9,4,20,50
40023,40414,40470,37443,,9,4,20,55
40023,40193,40470,37235,,9,4,21,0
39593,40185,37953,37141,,9,4,21,5
39593,40162,37953,37192,,9,4,21,10
39593,40017,37953,37092,,9,4,21,15
39246,39877,37953,36957,,9,4,21,20
39246,39724,37953,36836,,9,4,21,25
39246,39547,37953,36720,,9,4,21,30
38569,39371,37953,36540,,9,4,21,35
38569,39178,37953,36332,,9,4,21,40
38569,38969,37953,36137,,9,4,21,45
37805,38766,37953,35956,,9,4,21,50
37805,38529,37953,35716,,9,4,21,55
37805,38272,37953,35485,,9,4,22,0
37110,38024,34698,35247,,9,4,22,5
37110,37806,34698,35025,,9,4,22,10
37110,37554,34698,34835,,9,4,22,15
36554,37320,34698,34577,,9,4,22,20
36554,37091,34698,34388,,9,4,22,25
36554,36872,34698,34155,,9,4,22,30
35821,36591,34698,33850,,9,4,22,35
35821,36408,34698,33636,,9,4,22,40
35821,36156,34698,33422,,9,4,22,45
35074,35902,34698,33148,,9,4,22,50
35074,35689,34698,32939,,9,4,22,55
35074,35445,34698,32727,,9,4,23,0
34407,35204,31754,32487,,9,4,23,5
34407,35002,31754,32308,,9,4,23,10
34407,34714,31754,32087,,9,4,23,15
33827,34504,31754,31792,,9,4,23,20
33827,34241,31754,31553,,9,4,23,25
33827,34013,31754,31370,,9,4,23,30
33196,33781,31754,31169,,9,4,23,35
33196,33566,31754,31028,,9,4,23,40
33196,33303,31754,30847,,9,4,23,45
32594,33083,31754,30704,,9,4,23,50
32594,32889,31754,30552,,9,4,23,55
32594,32682,31754,30369,,9,4,0,0
32594,32682,31754,30369,,9,5,0,0
32054,32607,30421,30201,,9,5,0,5
32054,32599,30421,30150,,9,5,0,10
32054,32544,30421,30039,,9,5,0,15
31680,32361,30421,29893,,9,5,0,20
31680,32179,30421,29764,,9,5,0,25
31680,32012,30421,29650,,9,5,0,30
31240,31829,30421,29528,,9,5,0,35
31240,31644,30421,29299,,9,5,0,40
31240,31461,30421,29071,,9,5,0,45
30776,31288,30421,29021,,9,5,0,50
30776,31106,30421,28920,,9,5,0,55
30776,30958,30421,28858,,9,5,1,0
30357,30819,27690,28837,,9,5,1,5
30357,30787,27690,28976,,9,5,1,10
30357,30665,27690,29062,,9,5,1,15
29941,30524,27690,29094,,9,5,1,20
29941,30364,27690,28981,,9,5,1,25
29941,30198,27690,28806,,9,5,1,30
29602,30065,27690,28694,,9,5,1,35
29602,29917,27690,28500,,9,5,1,40
29602,29773,27690,28269,,9,5,1,45
29257,29604,27690,28083,,9,5,1,50
29257,29478,27690,27939,,9,5,1,55
29257,29367,27690,27790,,9,5,2,0
28943,29291,26278,27630,,9,5,2,5
28943,29226,26278,27434,,9,5,2,10
28943,29164,26278,27222,,9,5,2,15
28623,29070,26278,26974,,9,5,2,20
28623,28965,26278,26744,,9,5,2,25
28623,28861,26278,26555,,9,5,2,30
28322,28772,26278,26379,,9,5,2,35
28322,28654,26278,26185,,9,5,2,40
28322,28525,26278,25986,,9,5,2,45
28144,28441,26278,25805,,9,5,2,50
28144,28335,26278,25668,,9,5,2,55
28144,28247,26278,25554,,9,5,3,0
27929,28164,25649,25469,,9,5,3,5
27929,28112,25649,25396,,9,5,3,10
27929,28019,25649,25354,,9,5,3,15
27710,27917,25649,25328,,9,5,3,20
27710,27828,25649,25294,,9,5,3,25
27710,27755,25649,25224,,9,5,3,30
27468,27680,25649,25201,,9,5,3,35
27468,27596,25649,25076,,9,5,3,40
27468,27519,25649,25025,,9,5,3,45
27368,27464,25649,24997,,9,5,3,50
27368,27386,25649,24986,,9,5,3,55
27368,27314,25649,24942,,9,5,4,0
27254,27375,25400,25019,,9,5,4,5
27254,27405,25400,25183,,9,5,4,10
27254,27366,25400,25229,,9,5,4,15
27207,27363,25400,25287,,9,5,4,20
27207,27301,25400,25331,,9,5,4,25
27207,27267,25400,25335,,9,5,4,30
27104,27231,25400,25336,,9,5,4,35
27104,27199,25400,25294,,9,5,4,40
27104,27201,25400,25296,,9,5,4,45
27212,27157,25400,25289,,9,5,4,50
27212,27101,25400,25234,,9,5,4,55
27212,27057,25400,25218,,9,5,5,0
27230,27133,25838,25237,,9,5,5,5
27230,27210,25838,25335,,9,5,5,10
27230,27233,25838,25366,,9,5,5,15
27113,27250,25838,25382,,9,5,5,20
27113,27228,25838,25411,,9,5,5,25
27113,27202,25838,25454,,9,5,5,30
27114,27241,25838,25478,,9,5,5,35
27114,27279,25838,25534,,9,5,5,40
27114,27328,25838,25599,,9,5,5,45
27443,27363,25838,25671,,9,5,5,50
27443,27338,25838,25731,,9,5,5,55
27443,27364,25838,25796,,9,5,6,0
27649,27626,26603,25989,,9,5,6,5
27649,27804,26603,26310,,9,5,6,10
27649,27865,26603,26412,,9,5,6,15
27602,27863,26603,26478,,9,5,6,20
27602,27809,26603,26404,,9,5,6,25
27602,27733,26603,26320,,9,5,6,30
27509,27714,26603,26269,,9,5,6,35
27509,27703,26603,26176,,9,5,6,40
27509,27662,26603,26051,,9,5,6,45
27655,27627,26603,25854,,9,5,6,50
27655,27614,26603,25642,,9,5,6,55
27655,27649,26603,25424,,9,5,7,0
27874,27821,23711,25266,,9,5,7,5
27874,28016,23711,25189,,9,5,7,10
27874,28071,23711,24938,,9,5,7,15
28050,28151,23711,24563,,9,5,7,20
28050,28196,23711,24177,,9,5,7,25
28050,28221,23711,23679,,9,5,7,30
28303,28298,23711,23242,,9,5,7,35
28303,28392,23711,22806,,9,5,7,40
28303,28429,23711,22275,,9,5,7,45
28678,28517,23711,21783,,9,5,7,50
28678,28639,23711,21463,,9,5,7,55
28678,28763,23711,20959,,9,5,8,0
29219,28907,19447,20461,,9,5,8,5
29219,29089,19447,19957,,9,5,8,10
29219,29224,19447,19584,,9,5,8,15
29550,29296,19447,19358,,9,5,8,20
29550,29442,19447,19123,,9,5,8,25
29550,29543,19447,18963,,9,5,8,30
29642,29630,19447,18829,,9,5,8,35
29642,29760,19447,18636,,9,5,8,40
29642,29882,19447,18434,,9,5,8,45
30149,30026,19447,18306,,9,5,8,50
30149,30146,19447,18301,,9,5,8,55
30149,30308,19447,18193,,9,5,9,0
30739,30457,18928,18145,,9,5,9,5
30739,30653,18928,18178,,9,5,9,10
30739,30840,18928,18247,,9,5,9,15
31285,31027,18928,18270,,9,5,9,20
31285,31178,18928,18328,,9,5,9,25
31285,31342,18928,18305,,9,5,9,30
31908,31505,18928,18345,,9,5,9,35
31908,31687,18928,18465,,9,5,9,40
31908,31897,18928,18659,,9,5,9,45
32417,32083,18928,18796,,9,5,9,50
32417,32253,18928,18914,,9,5,9,55
32417,32454,18928,19087,,9,5,10,0
32964,32697,20285,19293,,9,5,10,5
32964,32956,20285,19530,,9,5,10,10
32964,33219,20285,19799,,9,5,10,15
33668,33442,20285,20033,,9,5,10,20
33668,33639,20285,20091,,9,5,10,25
33668,33891,20285,20251,,9,5,10,30
34542,34088,20285,20438,,9,5,10,35
34542,34313,20285,20753,,9,5,10,40
34542,34589,20285,21101,,9,5,10,45
35302,34809,20285,21408,,9,5,10,50
35302,35018,20285,21605,,9,5,10,55
35302,35156,20285,21737,,9,5,11,0
36078,35261,22856,21609,,9,5,11,5
36078,35445,22856,21636,,9,5,11,10
36078,35753,22856,21868,,9,5,11,15
36701,36000,22856,22196,,9,5,11,20
36701,36249,22856,22443,,9,5,11,25
36701,36459,22856,22629,,9,5,11,30
37349,36697,22856,22936,,9,5,11,35
37349,36927,22856,23103,,9,5,11,40
37349,37184,22856,23320,,9,5,11,45
37971,37456,22856,23553,,9,5,11,50
37971,37673,22856,23777,,9,5,11,55
37971,37879,22856,24077,,9,5,12,0
38804,38012,25619,24163,,9,5,12,5
38804,38187,25619,24293,,9,5,12,10
38804,38488,25619,24631,,9,5,12,15
39487,38721,25619,24773,,9,5,12,20
39487,38953,25619,24979,,9,5,12,25
39487,39175,25619,25256,,9,5,12,30
40058,39358,25619,25427,,9,5,12,35
40058,39553,25619,25684,,9,5,12,40
40058,39854,25619,25877,,9,5,12,45
40678,40068,25619,26024,,9,5,12,50
40678,40284,25619,26263,,9,5,12,55
40678,40448,25619,26484,,9,5,13,0
41364,40551,28312,26587,,9,5,13,5
41364,40742,28312,26780,,9,5,13,10
41364,40980,28312,27038,,9,5,13,15
41943,41204,28312,27350,,9,5,13,20
41943,41457,28312,27513,,9,5,13,25
41943,41643,28312,27651,,9,5,13,30
42502,41862,28312,27882,,9,5,13,35
42502,42048,28312,28071,,9,5,13,40
42502,42305,28312,28342,,9,5,13,45
42913,42504,28312,28617,,9,5,13,50
42913,42709,28312,28789,,9,5,13,55
42913,42893,28312,29000,,9,5,14,0
43620,42997,31176,29160,,9,5,14,5
43620,43127,31176,29241,,9,5,14,10
43620,43357,31176,29507,,9,5,14,15
44281,43579,31176,29690,,9,5,14,20
44281,43784,31176,29963,,9,5,14,25
44281,44043,31176,30204,,9,5,14,30
44845,44169,31176,30464,,9,5,14,35
44845,44337,31176,30602,,9,5,14,40
44845,44540,31176,30851,,9,5,14,45
45244,44731,31176,31001,,9,5,14,50
45244,44927,31176,31231,,9,5,14,55
45244,45116,31176,31466,,9,5,15,0
45925,45201,33998,31553,,9,5,15,5
45925,45389,33998,31766,,9,5,15,10
45925,45623,33998,32122,,9,5,15,15
46161,45828,33998,32466,,9,5,15,20
46161,46012,33998,32578,,9,5,15,25
46161,46221,33998,32796,,9,5,15,30
46676,46448,33998,33143,,9,5,15,35
46676,46600,33998,33330,,9,5,15,40
46676,46752,33998,33500,,9,5,15,45
47072,46895,33998,33709,,9,5,15,50
47072,47028,33998,33826,,9,5,15,55
47072,47085,33998,33963,,9,5,16,0
47374,46848,36280,34055,,9,5,16,5
47374,46831,36280,34111,,9,5,16,10
47374,46929,36280,34321,,9,5,16,15
47409,47033,36280,34564,,9,5,16,20
47409,47317,36280,34917,,9,5,16,25
47409,47494,36280,35202,,9,5,16,30
47815,47482,36280,35512,,9,5,16,35
47815,47614,36280,35714,,9,5,16,40
47815,47816,36280,36046,,9,5,16,45
48019,48142,36280,36373,,9,5,16,50
48019,48187,36280,36691,,9,5,16,55
48019,48317,36280,36856,,9,5,17,0
48429,48182,40127,37081,,9,5,17,5
48429,48188,40127,37276,,9,5,17,10
48429,48270,40127,37521,,9,5,17,15
48522,48399,40127,37935,,9,5,17,20
48522,48518,40127,38582,,9,5,17,25
48522,48625,40127,39090,,9,5,17,30
48675,48710,40127,39534,,9,5,17,35
48675,48828,40127,40056,,9,5,17,40
48675,48906,40127,40714,,9,5,17,45
48585,48917,40127,41318,,9,5,17,50
48585,48929,40127,41882,,9,5,17,55
48585,48947,40127,42465,,9,5,18,0
48458,48640,44890,42803,,9,5,18,5
48458,48527,44890,43106,,9,5,18,10
48458,48474,44890,43591,,9,5,18,15
48128,48460,44890,44110,,9,5,18,20
48128,48380,44890,44508,,9,5,18,25
48128,48342,44890,44889,,9,5,18,30
47826,48103,44890,45176,,9,5,18,35
47826,47826,44890,45248,1,9,5,18,40
47826,47651,44890,45362,1,9,5,18,45
48019,47441,44890,45432,1,9,5,18,50
48019,47174,44890,45412,1,9,5,18,55
48019,46943,44890,45356,1,9,5,19,0
47374,46727,45159,45276,1,9,5,19,5
47374,46550,45159,45221,1,9,5,19,10
47374,46377,45159,45153,1,9,5,19,15
47138,46265,45159,45043,1,9,5,19,20
47138,46162,45159,44962,1,9,5,19,25
47138,46112,45159,44890,1,9,5,19,30
46738,46061,45159,44848,1,9,5,19,35
46738,45983,45159,44772,1,9,5,19,40
46738,45875,45159,44643,1,9,5,19,45
46129,45731,45159,44529,1,9,5,19,50
46129,45592,45159,44389,1,9,5,19,55
46129,45299,45159,44173,1,9,5,20,0
45467,45069,42891,43819,1,9,5,20,5
45467,45029,42891,43751,1,9,5,20,10
45467,44961,42891,43683,1,9,5,20,15
44526,44901,42891,43623,1,9,5,20,20
44526,44789,42891,43529,,9,5,20,25
44526,44643,42891,43414,,9,5,20,30
43723,44478,42891,43267,,9,5,20,35
43723,44286,42891,43086,,9,5,20,40
43723,44077,42891,42887,,9,5,20,45
43238,43878,42891,42682,,9,5,20,50
43238,43720,42891,42516,,9,5,20,55
43238,43532,42891,42332,,9,5,21,0
42717,43433,40231,42281,,9,5,21,5
42717,43352,40231,42208,,9,5,21,10
42717,43204,40231,42135,,9,5,21,15
42271,43051,40231,42001,,9,5,21,20
42271,42872,40231,41840,,9,5,21,25
42271,42697,40231,41651,,9,5,21,30
41588,42470,40231,41452,,9,5,21,35
41588,42163,40231,41179,,9,5,21,40
41588,41905,40231,40903,,9,5,21,45
40629,41621,40231,40633,,9,5,21,50
40629,41347,40231,40387,,9,5,21,55
40629,41034,40231,40127,,9,5,22,0
39783,40688,36684,39831,,9,5,22,5
39783,40385,36684,39523,,9,5,22,10
39783,40079,36684,39275,,9,5,22,15
39053,39805,36684,38981,,9,5,22,20
39053,39546,36684,38761,,9,5,22,25
39053,39253,36684,38508,,9,5,22,30
38086,38949,36684,38221,,9,5,22,35
38086,38719,36684,37962,,9,5,22,40
38086,38448,36684,37755,,9,5,22,45
37311,38115,36684,37425,,9,5,22,50
37311,37832,36684,37161,,9,5,22,55
37311,37559,36684,36885,,9,5,23,0
36437,37273,33704,36633,,9,5,23,5
36437,37052,33704,36409,,9,5,23,10
36437,36785,33704,36216,,9,5,23,15
35768,36483,33704,35903,,9,5,23,20
35768,36211,33704,35704,,9,5,23,25
35768,35936,33704,35451,,9,5,23,30
35018,35646,33704,35188,,9,5,23,35
35018,35403,33704,34960,,9,5,23,40
35018,35115,33704,34719,,9,5,23,45
34342,34849,33704,34449,,9,5,23,50
34342,34619,33704,34212,,9,5,23,55
34342,34373,33704,33964,,9,5,0,0